userID,name,keahlian
897,Selah Dorsey,Mahir
898,Enoch Dyer,Mahir
899,Estrella Doyle,Pemula
900,Kashton Horn,Pemula
901,Avah Dawson,Pemula
902,Iker Montoya,Pemula
903,Kamryn Le,Sedang
904,Damien Wong,Pemula
905,Adelaide Gregory,Pemula
906,Travis Harrison,Mahir
907,Jasmine Nunez,Sedang
908,Caden Salgado,Mahir
909,Avalynn Wilson,Mahir
910,Daniel Brock,Mahir
911,Jada Morrow,Mahir
912,Kyree Duncan,Pemula
913,Elise Schroeder,Pemula
914,Izaiah Palacios,Pemula
915,Bria Escobar,Sedang
916,Zachariah Prince,Sedang
917,Greta Brooks,Mahir
918,Jordan Kirby,Mahir
919,Skyla Morrison,Mahir
920,Maximus Roach,Pemula
921,Lyanna Huff,Pemula
922,Finnley Payne,Sedang
923,London McKinney,Pemula
924,Romeo Lewis,Mahir
925,Ellie Pearson,Pemula
926,Gunner Donovan,Sedang
927,Azariah Holt,Mahir
928,Niko Levy,Pemula
929,Flora Patterson,Mahir
930,Amir McKay,Pemula
931,Leanna Francis,Mahir
932,Harvey Clay,Pemula
933,Aliana Maxwell,Sedang
934,Eden Ferguson,Pemula
935,Juliana Banks,Mahir
936,Martin Mahoney,Mahir
937,Promise Hamilton,Sedang
938,Jason Acosta,Pemula
939,Kaia Sutton,Sedang
940,Warren Villarreal,Pemula
941,Jazlyn Cano,Pemula
942,Terry Rivers,Pemula
943,Kiana Kirby,Mahir
944,Tony Salgado,Sedang
945,Avalynn Hanson,Mahir
946,Khalil Fuller,Sedang
947,Oakley Pugh,Sedang
948,Judson Chavez,Sedang
949,Nevaeh Bass,Pemula
950,Landen Perkins,Sedang
951,Sage Pierce,Mahir
952,Nicolas Foley,Mahir
953,Zaylee Rivas,Mahir
954,Damon Booth,Mahir
955,Zariyah Melton,Pemula
956,Lennon Wiley,Pemula
957,Lauryn Barron,Pemula
958,Dustin Calhoun,Sedang
959,Thalia Bond,Pemula
960,Roger Foster,Pemula
961,Brielle Carlson,Sedang
962,Paul Magana,Sedang
963,Amaris Pena,Sedang
964,Marcus Burton,Sedang
965,Miriam Coleman,Sedang
966,Micah Montes,Sedang
967,Roselyn Chapman,Pemula
968,Knox Richardson,Sedang
969,Allison Newman,Mahir
970,Anderson Sutton,Mahir
971,Izabella Hanna,Sedang
972,Aydin Reed,Pemula
973,Valentina Burton,Mahir
974,Zander Bush,Mahir
975,Everlee Duffy,Sedang
976,Kyng Ball,Pemula
977,Abby Macias,Sedang
978,Moshe Mercado,Pemula
979,Mckinley Cherry,Sedang
980,Rome Hancock,Pemula
981,Katelyn Daugherty,Sedang
982,Turner Ortiz,Sedang
983,Anna Harding,Sedang
984,Brodie McIntyre,Sedang
985,Rebekah Garrett,Sedang
986,Kairo Burch,Sedang
987,Freyja Blackwell,Mahir
988,Marcellus Murray,Mahir
989,Faith Hendrix,Mahir
990,Korbyn Baxter,Sedang
991,Lara Morrison,Mahir
992,Maximus Bradford,Pemula
993,Rhea Dyer,Pemula
994,Atreus Alvarez,Sedang
995,Leilani Beck,Sedang
996,Eduardo Estrada,Sedang
997,Sawyer Haley,Pemula
998,Leif Boyle,Pemula
999,Aliya Bean,Pemula
1000,Mccoy Reid,Sedang
1001,Blaire Winters,Mahir
1002,Deandre King,Pemula
1003,Victoria Vaughn,Mahir
1004,Remy Macias,Pemula
1005,Adley Carlson,Mahir
1006,Paul Wells,Pemula
1007,Cecilia Shepherd,Pemula
1008,Ronald Thompson,Sedang
1009,Madison Noble,Sedang
1010,Idris Knight,Pemula
1011,Gracie Casey,Mahir
1012,Armando Montes,Pemula
1013,Roselyn Fernandez,Sedang
1014,Bentley Mitchell,Mahir
1015,Willow Rowland,Mahir
1016,Eliezer Riley,Sedang
1017,Kayla Steele,Pemula
1018,Elian Dyer,Pemula
1019,Estrella Kelley,Pemula
1020,Eric Chapman,Pemula
1021,Zuri Vaughn,Sedang
1022,Remy Porter,Pemula
1023,Ryleigh Ho,Sedang
1024,Morgan Dean,Sedang
1025,Julianna Benson,Sedang
1026,Desmond Tran,Pemula
1027,Kylie Love,Mahir
1028,Jeffrey McIntosh,Sedang
1029,Gwen Alexander,Pemula
1030,Kingston Quintero,Sedang
1031,Keyla French,Mahir
1032,Corey Proctor,Sedang
1033,Chandler Hebert,Sedang
1034,Guillermo Blackwell,Mahir
1035,Saoirse Sanchez,Mahir
1036,Joseph Hodge,Mahir
1037,Coraline Andrade,Pemula
1038,Abdiel Livingston,Mahir
1039,Milena Hickman,Mahir
1040,Jakobe Todd,Sedang
1041,Zariah Truong,Pemula
1042,Ayan Frye,Mahir
1043,Raya Le,Mahir
1044,Damien Khan,Mahir
1045,Mabel Leon,Mahir
1046,Marshall Spencer,Mahir
1047,Alyssa Bates,Sedang
1048,Ellis Maxwell,Pemula
1049,Kyla Mueller,Sedang
1050,Albert Cohen,Mahir
1051,Destiny Oliver,Mahir
1052,Karson Shepard,Mahir
1053,Noor Sexton,Sedang
1054,Mylo Wilson,Mahir
1055,Luna McPherson,Sedang
1056,Foster Duke,Mahir
1057,Melani Rhodes,Sedang
1058,Titus Andrade,Sedang
1059,Emmy Watts,Sedang
1060,Dakota Dean,Pemula
1061,Julianna Calderon,Pemula
1062,Oakley Rosario,Pemula
1063,Louisa Tate,Mahir
1064,Dalton Yang,Mahir
1065,Angelina Pierce,Pemula
1066,Nicolas Wilcox,Sedang
1067,Ashlyn Owen,Sedang
1068,Cannon Bullock,Pemula
1069,Winnie Ahmed,Pemula
1070,Harry Gomez,Sedang
1071,Natalie Proctor,Sedang
1072,Vance Hahn,Pemula
1073,Fallon Carey,Pemula
1074,Watson Russo,Sedang
1075,Tinsley Truong,Sedang
1076,Ayan Lynch,Sedang
1077,Malia Willis,Sedang
1078,Remington Yang,Mahir
1079,Angelina Camacho,Sedang
1080,Tatum O’Neal,Sedang
1081,Treasure Kirby,Pemula
1082,Tony Ballard,Pemula
1083,Alejandra Coffey,Pemula
1084,Kody Truong,Sedang
1085,Judith Hale,Sedang
1086,Ezequiel Webster,Pemula
1087,Kensley Wagner,Mahir
1088,Enzo Kline,Mahir
1089,Sevyn Ballard,Sedang
1090,Kenzo Bishop,Sedang
1091,Brooklynn Diaz,Sedang
1092,Nathan Shields,Sedang
1093,Analia Fischer,Sedang
1094,Leonidas Farrell,Sedang
1095,Kassidy Graham,Sedang
1096,Giovanni Stokes,Mahir
1097,Miranda Tanner,Sedang
1098,Bruno Francis,Mahir
1099,Daniella Clayton,Sedang
1100,Boston Wiggins,Mahir
1101,Capri Mathis,Sedang
1102,Gustavo Hodge,Sedang
1103,Coraline Floyd,Mahir
1104,Pierce Molina,Sedang
1105,Alexandria Tran,Pemula
1106,Braxton Pollard,Sedang
1107,Marisol Hardy,Sedang
1108,Jayceon Singh,Mahir
1109,Vivienne Williams,Pemula
1110,Oliver Gallagher,Pemula
1111,Elliott Bonilla,Pemula
1112,Aden Prince,Mahir
1113,Greta Bryan,Mahir
1114,Jaxtyn Fuller,Sedang
1115,Oakley Hawkins,Sedang
1116,Victor Chapman,Pemula
1117,Zuri Cabrera,Pemula
1118,Cade Lara,Pemula
1119,Heidi Salinas,Sedang
1120,Edgar Williams,Mahir
1121,Ava Roberts,Pemula
1122,Josiah Yoder,Pemula
1123,Emerie Rowland,Sedang
1124,Eliezer Cross,Pemula
1125,Nayeli Lozano,Sedang
1126,Boone Peck,Pemula
1127,Crystal Ali,Mahir
1128,Arjun O’brien,Pemula
1129,Joanna Trujillo,Pemula
1130,Apollo Humphrey,Sedang
1131,Journi Rios,Pemula
1132,Israel Murray,Mahir
1133,Faith Delarosa,Mahir
1134,Osiris Kramer,Sedang
1135,Hanna Herman,Mahir
1136,Juelz Francis,Pemula
1137,Daniella Prince,Pemula
1138,Aron Lam,Pemula
1139,Karina Morton,Mahir
1140,Roland Vang,Sedang
1141,Madisyn Chen,Mahir
1142,Emmanuel Yu,Mahir
1143,Navy Koch,Sedang
1144,Salvador Cline,Mahir
1145,Lina Clark,Sedang
1146,John Rubio,Pemula
1147,Hadassah Park,Pemula
1148,Daxton Peck,Sedang
1149,Crystal Hendricks,Pemula
1150,Dash Contreras,Sedang
1151,Daniela Pham,Sedang
1152,Russell Jefferson,Mahir
1153,Julieta Henry,Pemula
1154,Carlos Leblanc,Mahir
1155,Novalee Walsh,Sedang
1156,Bodhi Walsh,Pemula
1157,Leia Quintero,Pemula
1158,Thatcher Padilla,Sedang
1159,Maggie Finley,Pemula
1160,Calum Knight,Pemula
1161,Gracie Marks,Pemula
1162,Amos Truong,Mahir
1163,Judith Butler,Pemula
1164,Ryder Thomas,Sedang
1165,Elizabeth Bender,Mahir
1166,Zavier Foster,Mahir
1167,Brielle Hammond,Pemula
1168,Francis Porter,Sedang
1169,Ryleigh Alexander,Sedang
1170,Kingston McLaughlin,Mahir
1171,Stephanie Shepherd,Mahir
1172,Ronald Dejesus,Pemula
1173,Julissa Sherman,Sedang
1174,Adan Parker,Sedang
1175,Aubrey Colon,Sedang
1176,Bruce Macias,Sedang
1177,Adley Alexander,Mahir
1178,Kingston Ashley,Pemula
1179,Khalani Levy,Sedang
1180,Harold Berry,Mahir
1181,Annabelle Kirk,Pemula
1182,Alessandro Kim,Pemula
1183,Gabriella Dillon,Mahir
1184,Alvin Lyons,Sedang
1185,Kenzie Stokes,Sedang
1186,Santana Brady,Sedang
1187,Ryan Matthews,Sedang
1188,Preston Quintero,Mahir
1189,Keyla Castaneda,Mahir
1190,Collin Whitaker,Mahir
1191,Ivanna Lam,Mahir
1192,Bodie McCoy,Sedang
1193,Mckenzie Andrade,Mahir
1194,Abdiel Moss,Pemula
1195,Bianca Cantrell,Pemula
1196,Harris Villegas,Pemula
1197,Jessie Hodge,Pemula
1198,Reign McDonald,Mahir
1199,Daisy Daniel,Pemula
1200,Grady George,Sedang
1201,Adelyn Christensen,Mahir
1202,Gregory Saunders,Sedang
1203,Meadow Madden,Mahir
1204,Everest Bender,Mahir
1205,Lilyana Faulkner,Sedang
1206,Jabari Ahmed,Sedang
1207,Jolie Wells,Sedang
1208,Max Little,Mahir
1209,Harley Hoffman,Pemula
1210,Steven Nichols,Mahir
1211,Aliyah Walters,Sedang
1212,Colson Garner,Mahir
1213,Jacqueline Burton,Mahir
1214,Zander Wolfe,Sedang
1215,Hallie Esquivel,Sedang
1216,Bridger Marsh,Mahir
1217,Adelina Payne,Pemula
1218,Edward Friedman,Pemula
1219,Aspyn Myers,Sedang
1220,Adam Holland,Mahir
1221,Mariah Kerr,Pemula
1222,Louie Flowers,Mahir
1223,Ariya Glass,Mahir
1224,Allan Pineda,Sedang
1225,Nola Manning,Pemula
1226,Seth Faulkner,Sedang
1227,Ansley Moore,Mahir
1228,Levi Sexton,Sedang
1229,Ellen Hammond,Mahir
1230,Francis Brock,Pemula
1231,Jada McCarthy,Pemula
1232,Devin Aguilar,Sedang
1233,Josie Cisneros,Mahir
1234,Alden Heath,Mahir
1235,Amani Lozano,Pemula
1236,Boone Hammond,Mahir
1237,Holly Yoder,Mahir
1238,Johan Cordova,Mahir
1239,Florence Hancock,Pemula
1240,Rex Richards,Mahir
1241,Trinity Shields,Mahir
1242,Devon Jennings,Sedang
1243,Palmer Nguyen,Sedang
1244,Gabriel Ellison,Sedang
1245,Raina Lam,Pemula
1246,Bodie Xiong,Mahir
1247,Amayah Cherry,Pemula
1248,Rome Reyna,Pemula
1249,Luella Browning,Sedang
1250,Rohan Sweeney,Sedang
1251,Yara Flynn,Mahir
1252,Kannon Bridges,Pemula
1253,Elora Everett,Mahir
1254,Camilo Terrell,Pemula
1255,Paityn Orr,Pemula
1256,Benicio Nielsen,Mahir
1257,Vienna Franco,Pemula
1258,Gage Cooper,Pemula
1259,Serenity Chapman,Pemula
1260,Knox Henry,Sedang
1261,Summer James,Pemula
1262,Jaxson Boyle,Mahir
1263,Aliya Medina,Sedang
1264,George Ballard,Pemula
1265,Alejandra Blanchard,Sedang
1266,Adler McCoy,Pemula
1267,Mckenzie Kelly,Mahir
1268,Cooper Lang,Sedang
1269,Amirah Bonilla,Sedang
1270,Aden Choi,Sedang
1271,Karla Boyer,Mahir
1272,Zeke Liu,Mahir
1273,Kate Swanson,Pemula
1274,Hugo Hicks,Pemula
1275,Alina Gilbert,Mahir
1276,Tobias Martin,Pemula
1277,Mila Cervantes,Mahir
1278,Kamari Lloyd,Mahir
1279,Emely Marshall,Mahir
1280,Kaiden Hughes,Sedang
1281,Samantha Contreras,Pemula
1282,Emilio Wells,Mahir
1283,Cecilia Whitaker,Pemula
1284,Keith Gonzales,Mahir
1285,Hadley Baxter,Sedang
1286,Tomas Baker,Mahir
1287,Isla Harris,Pemula
1288,Samuel Trejo,Mahir
1289,Rosalyn Lozano,Mahir
1290,Boone Flynn,Pemula
1291,Dorothy Jarvis,Pemula
1292,Marlon Schmitt,Mahir
1293,Queen Whitehead,Pemula
1294,Zayd Cummings,Mahir
1295,Nylah Wilkins,Pemula
1296,Yusuf Young,Pemula
1297,Zoey Mora,Pemula
1298,Arturo Hardin,Mahir
1299,Vada Khan,Pemula
1300,Kendrick Simmons,Sedang
1301,Reagan Ponce,Mahir
1302,Langston Roach,Mahir
1303,Lyanna Conner,Sedang
1304,Phillip Pittman,Mahir
1305,Marie Snyder,Sedang
1306,Thiago Chang,Sedang
1307,Ophelia Mueller,Pemula
1308,Albert Villanueva,Sedang
1309,Monroe Jimenez,Pemula
1310,Silas Magana,Pemula
1311,Amaris Boone,Mahir
1312,Mauricio Diaz,Pemula
1313,Elena Brandt,Mahir
1314,Damir Henderson,Mahir
1315,Maria Reed,Mahir
1316,Easton Harris,Sedang
1317,Penelope Bentley,Sedang
1318,Randy Webb,Pemula
1319,Ariella Garner,Sedang
1320,Sage Greene,Sedang
1321,Selena McDaniel,Pemula
1322,Major Shannon,Pemula
1323,Harlee McMillan,Sedang
1324,Rocky Barrett,Sedang
1325,Kendall King,Sedang
1326,Julian Rowe,Sedang
1327,Matilda Woodward,Sedang
1328,Jeremias Ellis,Pemula
1329,Ayla Medrano,Mahir
1330,Arian Wilkerson,Mahir
1331,Janiyah Monroe,Sedang
1332,Colby Hughes,Sedang
1333,Samantha Aguilar,Sedang
1334,Milo Reese,Pemula
1335,Rosemary Zhang,Sedang
1336,Isaias Mata,Sedang
1337,Lillie Jordan,Mahir
1338,Sawyer Madden,Sedang
1339,Violette Duran,Pemula
1340,Ismael Trujillo,Sedang
1341,Danielle Lucas,Mahir
1342,Chance Potter,Pemula
1343,Rory Crawford,Mahir
1344,Kevin Lam,Mahir
1345,Karina English,Mahir
1346,Junior Villarreal,Mahir
1347,Jazlyn Brandt,Mahir
1348,Damir Cooper,Sedang
1349,Serenity Hampton,Mahir
1350,Hank Giles,Sedang
1351,Bailee Decker,Sedang
1352,Taylor Woodard,Sedang
1353,Aubrie Duarte,Sedang
1354,Abdullah Singh,Sedang
1355,Vivienne Newman,Mahir
1356,Anderson Berry,Mahir
1357,Annabelle Hubbard,Pemula
1358,Forrest Estes,Pemula
1359,Brittany Jacobson,Sedang
1360,Legacy Dawson,Mahir
1361,Veronica Mack,Pemula
1362,Esteban Wilkinson,Mahir
1363,Siena Hunt,Pemula
1364,Jesus Barrera,Pemula
1365,Beatrice Russell,Pemula
1366,Weston McPherson,Sedang
1367,Emmaline Dickerson,Mahir
1368,Flynn Collins,Mahir
1369,Kinsley Glover,Pemula
1370,Mack Sellers,Mahir
1371,Mercy Esparza,Mahir
1372,Carl Wilson,Pemula
1373,Luna Roberson,Mahir
1374,Shepherd Whitney,Mahir
1375,Madalynn Hanson,Sedang
1376,Khalil Edwards,Sedang
1377,Ivy Lambert,Mahir
1378,Mario Snow,Mahir
1379,Alexia Shelton,Pemula
1380,Leonel Cordova,Pemula
1381,Florence Medrano,Mahir
1382,Arian Hancock,Pemula
1383,Katelyn Vang,Sedang
1384,Jimmy Pruitt,Pemula
1385,Brylee Huber,Sedang
1386,Mac White,Sedang
1387,Layla Powers,Pemula
1388,Sean Hughes,Pemula
1389,Samantha Haynes,Sedang
1390,Kason Kim,Mahir
1391,Gabriella Larsen,Sedang
1392,Brycen Floyd,Sedang
1393,Yaretzi Butler,Pemula
1394,Ryder Baker,Mahir
1395,Isla Marquez,Mahir
1396,Malakai Schultz,Mahir
1397,Briella Scott,Mahir
1398,Leo Cortes,Mahir
1399,Lea O’brien,Pemula
1400,Riley Mays,Pemula
1401,Denisse Delgado,Pemula
1402,Colt Bean,Mahir
1403,Jenesis Buck,Sedang
1404,Jon Lane,Mahir
1405,Amy Thomas,Mahir
1406,Logan Robbins,Pemula
1407,Stevie Compton,Sedang
1408,Abner Dunlap,Pemula
1409,Iliana Rocha,Pemula
1410,Onyx Cruz,Pemula
1411,Claire Boyd,Sedang
1412,Dean Khan,Sedang
1413,Mabel Holt,Mahir
1414,Niko Gonzalez,Pemula
1415,Abigail Thompson,Mahir
1416,Theodore Chen,Mahir
1417,Valeria Richmond,Mahir
1418,Mordechai Noble,Pemula
1419,Hunter Velez,Pemula
1420,Kareem Wiggins,Sedang
1421,Capri English,Sedang
1422,Junior Parker,Mahir
1423,Aubrey Zimmerman,Mahir
1424,Sergio Allen,Pemula
1425,Riley Goodman,Mahir
1426,Philip Leon,Sedang
1427,Amora Frost,Pemula
1428,Dario Pham,Sedang
1429,Raelyn Hester,Sedang
1430,Rene Cameron,Sedang
1431,Julie Fuentes,Pemula
1432,Bowen Mathis,Mahir
1433,Anne Walter,Pemula
1434,Lochlan Atkinson,Sedang
1435,Jazmin Hickman,Sedang
1436,Jakobe Lee,Sedang
1437,Scarlett Jones,Mahir
1438,William Branch,Mahir
1439,Luisa Bradford,Sedang
1440,Ander Phelps,Mahir
1441,Laney Lindsey,Pemula
1442,Jayson Zuniga,Sedang
1443,Leslie Fleming,Mahir
1444,Fernando Kim,Sedang
1445,Gabriella Correa,Sedang
1446,Zakai Avila,Mahir
1447,Amiyah Sandoval,Mahir
1448,Brantley Graham,Pemula
1449,Alaia Vang,Mahir
1450,Jimmy Schwartz,Pemula
1451,Lilliana Neal,Sedang
1452,Kane York,Sedang
1453,Milan Rasmussen,Pemula
1454,Will Whitehead,Sedang
1455,Sylvie Phillips,Sedang
1456,Andrew Cortes,Mahir
1457,Lea Johnston,Sedang
1458,Felix Herring,Sedang
1459,Denver Chavez,Pemula
1460,Ian Yates,Mahir
1461,Charley Lambert,Mahir
1462,Mario Cain,Sedang
1463,Kendra Cole,Mahir
1464,Nathaniel Ibarra,Mahir
1465,Madilynn Kim,Mahir
1466,Roman Wiggins,Pemula
1467,Capri Warner,Pemula
1468,Jaxton Fowler,Mahir
1469,Lennon Roman,Pemula
1470,Kian McCarty,Sedang
1471,Halo Golden,Sedang
1472,Amias Huffman,Sedang
1473,Hayley Mueller,Sedang
1474,Albert Leach,Sedang
1475,Martha Christian,Sedang
1476,Ledger Fitzpatrick,Mahir
1477,Annabella Contreras,Sedang
1478,Emilio Dominguez,Sedang
1479,Raegan Fields,Pemula
1480,Clayton Hess,Mahir
1481,Kaliyah McCoy,Sedang
1482,Jett Kelley,Pemula
1483,Rosalie Bradley,Mahir
1484,Richard Chang,Mahir
1485,Ophelia Knight,Mahir
1486,Beckett Thomas,Pemula
1487,Elizabeth Li,Pemula
1488,Jorge Wood,Pemula
1489,Natalia Cunningham,Sedang
1490,Alejandro Acevedo,Sedang
1491,Ashlynn Martinez,Sedang
1492,Alexander Meza,Sedang
1493,Rosa Crane,Mahir
1494,Fox Bravo,Pemula
1495,Amoura Richards,Mahir
1496,Holden Foster,Pemula
1497,Brielle Hunt,Mahir
1498,Jesus Pugh,Mahir
1499,Landry Rice,Pemula
1500,Graham Miranda,Mahir
1501,Amina Bowen,Mahir
1502,Trevor Waters,Sedang
1503,Bristol Soto,Pemula
1504,Barrett Hendricks,Pemula
1505,Dani Phelps,Mahir
1506,Hamza Chapman,Mahir
1507,Zuri Decker,Pemula
1508,Taylor Pitts,Sedang
1509,Nala Rowe,Pemula
1510,Kamden Velez,Mahir
1511,Megan Russell,Mahir
1512,Weston Cameron,Sedang
1513,Julie Jacobson,Sedang
1514,Legacy Townsend,Mahir
1515,Azalea Howe,Sedang
1516,Alaric Robbins,Mahir
1517,Stevie Miranda,Pemula
1518,Rory Shepard,Mahir
1519,Noor Acevedo,Mahir
1520,Dakari Haley,Pemula
1521,Addilynn Davila,Sedang
1522,Grey Peck,Sedang
1523,Crystal Villegas,Pemula
1524,Clyde Vaughan,Sedang
1525,Nancy Wilkinson,Sedang
1526,Leonard Contreras,Pemula
1527,Daniela Valenzuela,Pemula
1528,Jamari Snow,Mahir
1529,Alexia Walter,Pemula
1530,Lochlan Clay,Pemula
1531,Aliana Phillips,Sedang
1532,Andrew McKay,Sedang
1533,Leanna Velez,Sedang
1534,Kareem Garcia,Pemula
1535,Amelia Luna,Sedang
1536,Erick Nguyen,Sedang
1537,Nova Leblanc,Sedang
1538,Braden Allen,Sedang
1539,Riley Stein,Sedang
1540,Creed Rollins,Pemula
1541,Araceli Reeves,Sedang
1542,Clark Strickland,Mahir
1543,Nia McCarthy,Pemula
1544,Devin Navarro,Mahir
1545,Winter Woods,Sedang
1546,Zion Larson,Sedang
1547,Alayna Reyes,Mahir
1548,Eli Pugh,Pemula
1549,Landry Burton,Mahir
1550,Zander Browning,Pemula
1551,Princess Reyes,Pemula
1552,Eli Warren,Mahir
1553,Sloane Schaefer,Sedang
1554,Ishaan McCann,Sedang
1555,Joyce Carson,Sedang
1556,Ares Allen,Sedang
1557,Riley Berg,Mahir
1558,Cayson O’Connell,Pemula
1559,Jillian Little,Mahir
1560,Lennox Buchanan,Mahir
1561,Maryam Gordon,Mahir
1562,Karter Marin,Mahir
1563,Celia Cantu,Mahir
1564,Anakin Frederick,Mahir
1565,Sariyah Orr,Pemula
1566,Benicio Giles,Mahir
1567,Bailee Wolfe,Sedang
1568,Donovan Horn,Pemula
1569,Avah McMillan,Sedang
1570,Rocky Johnston,Mahir
1571,Laila West,Mahir
1572,Diego Woods,Sedang
1573,Reese Mahoney,Pemula
1574,Kamryn Melton,Sedang
1575,Kamiyah Harvey,Mahir
1576,Cayden Bravo,Mahir
1577,Amoura Ramos,Mahir
1578,Angel Berger,Pemula
1579,Laylah Mejia,Mahir
1580,Atticus Quinn,Pemula
1581,Heaven Fields,Mahir
1582,Clayton Underwood,Sedang
1583,Ensley Harris,Sedang
1584,Samuel Garrett,Pemula
1585,Tessa Acevedo,Mahir
1586,Dakari Scott,Pemula
1587,Aurora Miles,Pemula
1588,Jared McLaughlin,Sedang
1589,Stephanie Jensen,Mahir
1590,Cash Fitzpatrick,Sedang
1591,Annabella Magana,Sedang
1592,Rey Mosley,Sedang
1593,Zaniyah Flowers,Sedang
1594,Saul Conley,Mahir
1595,Salem Kline,Sedang
1596,Ramon Travis,Mahir
1597,Mazikee Wise,Mahir
1598,Frederick Romero,Mahir
1599,Eliza Ward,Mahir
1600,Jameson Ray,Mahir
1601,Ruth Browning,Pemula
1602,Rohan Doyle,Sedang
1603,Annalise Lucero,Mahir
1604,Felipe Salazar,Mahir
1605,Freya Reese,Sedang
1606,Alijah Phelps,Sedang
1607,Laney Miranda,Sedang
1608,Rory Webster,Mahir
1609,Kensley Rasmussen,Sedang
1610,Will Young,Pemula
1611,Zoey Duarte,Sedang
1612,Abdullah Lucero,Sedang
1613,Ila Walton,Mahir
1614,Dominick Hobbs,Mahir
1615,Lacey Carr,Pemula
1616,Kash Saunders,Mahir
1617,Meadow Chambers,Sedang
1618,Orion King,Sedang
1619,Victoria Adams,Sedang
1620,Hudson Pratt,Pemula
1621,Ailani Cortez,Mahir
1622,Zayn Simmons,Mahir
1623,Reagan McCormick,Sedang
1624,Jasiah Estrada,Mahir
1625,Sawyer Sellers,Sedang
1626,Madden Trevino,Sedang
1627,Priscilla Farley,Mahir
1628,Graysen Galindo,Mahir
1629,Corinne Crane,Pemula
1630,Fox Bush,Sedang
1631,Everlee Herrera,Mahir
1632,River Henry,Sedang
1633,Summer Cook,Sedang
1634,Ezekiel Harrison,Pemula
1635,Jasmine Byrd,Mahir
1636,Cristian Rojas,Sedang
1637,Adaline Norman,Mahir
1638,Aziel Jimenez,Mahir
1639,Adeline Owen,Sedang
1640,Cannon Nielsen,Sedang
1641,Vienna Rush,Sedang
1642,Kaiser Navarro,Mahir
1643,Winter Pollard,Sedang
1644,Jad Frost,Pemula
1645,Paula Zavala,Sedang
1646,Dillon Barron,Sedang
1647,Anya Barr,Pemula
1648,Harley Wolf,Mahir
1649,Jolene Shelton,Sedang
1650,Leonel Raymond,Pemula
1651,Hadlee Dean,Mahir
1652,Ronan Frederick,Sedang
1653,Sariyah Benson,Mahir
1654,Desmond Moore,Sedang
1655,Emily Hendrix,Mahir
1656,Korbyn Yang,Sedang
1657,Angelina Bennett,Sedang
1658,Leonardo Boyd,Pemula
1659,Georgia Dodson,Mahir
1660,Seven Greene,Mahir
1661,Selena Marsh,Sedang
1662,Bo Martin,Mahir
1663,Mila Reeves,Sedang
1664,Clark Landry,Sedang
1665,Brynleigh Reeves,Mahir
1666,Clark Kirby,Mahir
1667,Skyla Knight,Pemula
1668,Beckett Burgess,Sedang
1669,Emory Truong,Pemula
1670,Ayan Barry,Sedang
1671,Waverly Vega,Sedang
1672,Aidan Short,Mahir
1673,Cheyenne Christian,Pemula
1674,Ledger Hodge,Pemula
1675,Coraline Long,Pemula
1676,Jace Nolan,Mahir
1677,Itzayana Strong,Mahir
1678,Axl Reilly,Mahir
1679,Tori Gilbert,Pemula
1680,Tobias Davidson,Sedang
1681,Jayla Peters,Sedang
1682,Patrick Cole,Sedang
1683,Margaret Singleton,Sedang
1684,Landyn McKinney,Pemula
1685,Gwendolyn Cohen,Pemula
1686,Killian Bender,Sedang
1687,Lilyana White,Mahir
1688,Aiden Delgado,Pemula
1689,Alani Barrera,Mahir
1690,Makai Spence,Sedang
1691,Aislinn Whitney,Mahir
1692,Jeffery White,Pemula
1693,Layla Trujillo,Sedang
1694,Apollo Leonard,Mahir
1695,Demi Stevens,Sedang
1696,Zachary Christensen,Mahir
1697,Carmen Atkinson,Pemula
1698,Duke Lucero,Sedang
1699,Ila Benitez,Pemula
1700,Justice Bautista,Pemula
1701,Antonella Ware,Mahir
1702,Tadeo Xiong,Mahir
1703,Amayah Hawkins,Sedang
1704,Victor Simmons,Mahir
1705,Reagan Johnston,Mahir
1706,Felix Gallagher,Mahir
1707,Elliott Garcia,Mahir
1708,James Pham,Mahir
1709,Raelyn Alfaro,Sedang
1710,Xzavier Marks,Sedang
1711,Monica Zamora,Mahir
1712,Quentin Brewer,Sedang
1713,Thea Buchanan,Sedang
1714,Enrique Donaldson,Pemula
1715,Natasha Bush,Sedang
1716,Tyson Mora,Sedang
1717,Jemma Orozco,Mahir
1718,Keanu Parsons,Mahir
1719,Maia Gonzalez,Mahir
1720,Ethan Cuevas,Mahir
1721,Adele Vang,Sedang
1722,Jimmy Beltran,Mahir
1723,Kaydence Daugherty,Mahir
1724,Turner Rodriguez,Sedang
1725,Evelyn Novak,Sedang
1726,Bishop Bridges,Mahir
1727,Elora Ortiz,Sedang
1728,Landon Faulkner,Mahir
1729,Ansley Wade,Sedang
1730,Jake Cohen,Sedang
1731,Destiny Rocha,Pemula
1732,Onyx Bailey,Sedang
1733,Kennedy Jacobson,Mahir
1734,Legacy Waters,Pemula
1735,Bristol Parsons,Pemula
1736,Lewis Wilcox,Pemula
1737,Ashlyn Parra,Sedang
1738,Davion Robbins,Pemula
1739,Stevie Elliott,Mahir
1740,Blake Wiggins,Sedang
1741,Capri Schwartz,Sedang
1742,Edwin Barnett,Sedang
1743,Harlow Jacobson,Mahir
1744,Legacy Jimenez,Sedang
1745,Adeline Campbell,Sedang
1746,Christopher Cline,Sedang
